numSample,x1_pix,y1_pix,x2_pix,y2_pix,laser_X_m,laser_Y_m,laser_Z_m,radar_X_m,radar_Y_m,radar_R_m,radar_A_deg,radar_D_mps,radar_P_db,dataset,index,Difficult
1719,907,521,983,577,0.091819033,41.87244415,0.532240272,0.224257961,42.25909805,42.31734848,-0.300000012,252,17174884,RECORD@2020-11-22_12.54.38,115,0
1720,904,520,983,581,0.017513784,41.85614395,0.645898938,0.255774826,42.41631317,42.4171524,-0.400000006,253,19636094,RECORD@2020-11-22_12.54.38,116,0
1721,903,522,980,580,-0.061292723,41.74999237,0.531118214,0.146545112,42.21403503,42.21754456,-0.200000003,253,26106864,RECORD@2020-11-22_12.54.38,117,0
1722,900,526,976,580,-0.075537704,41.69022369,0.644975305,-0.146084145,42.21702576,42.21754456,0.200000003,252,16160501,RECORD@2020-11-22_12.54.38,118,0
1723,897,525,974,582,-0.205898762,41.5547905,0.530421734,-0.145043164,41.9178772,41.91812897,0.200000003,253,18704120,RECORD@2020-11-22_12.54.38,119,0
1725,893,526,971,583,-0.308996767,41.44270325,0.529976726,0.00058004,41.85988617,41.91812897,0,253,22570284,RECORD@2020-11-22_12.54.38,121,1
1727,889,526,967,584,-0.406022847,41.31111526,0.529376984,-0.035477776,41.71744156,41.7185173,0,252,31276506,RECORD@2020-11-22_12.54.38,123,0
1729,884,527,964,587,-0.490816474,41.15107727,0.09721303,-0.14468509,41.5120163,41.51890564,0.200000003,252,29335348,RECORD@2020-11-22_12.54.38,125,0
1730,884,523,963,585,-0.525941253,41.05751419,0.640753031,-0.070837669,41.51663589,41.51890564,0.100000001,252,23396854,RECORD@2020-11-22_12.54.38,126,0
1731,882,523,960,582,-0.537869513,40.98780823,0.5281775,-0.14157322,41.11317444,41.11968613,0.200000003,252,20233174,RECORD@2020-11-22_12.54.38,127,0
1732,878,525,959,585,-0.616761506,40.85325623,0.639565527,-0.213652983,41.30672455,41.31929779,0.300000012,252,25244118,RECORD@2020-11-22_12.54.38,128,0
1733,877,522,956,580,-0.581325293,40.77635574,0.527751923,-0.284929544,41.10717392,41.11968613,0.400000006,252,13815702,RECORD@2020-11-22_12.54.38,129,0
1736,883,522,966,584,-0.499848455,40.5832634,0.63771832,-0.072052583,41.00738525,41.0198822,0.100000001,253,17803716,RECORD@2020-11-22_12.54.38,132,0
1737,888,522,972,585,-0.407667696,40.51049042,0.526262164,0.000567738,40.92001343,40.92007828,0,253,23523270,RECORD@2020-11-22_12.54.38,133,0
1739,902,520,982,584,-0.085662372,40.43989182,0.525855899,0.422733188,40.66163254,40.72046661,-0.600000024,253,18669644,RECORD@2020-11-22_12.54.38,135,1
1739,1113,505,1147,596,3.459428549,32.15687561,0.622356594,3.868327379,31.69950867,31.93762016,-7,178,6791406.5,RECORD@2020-11-22_12.54.38,135,1
1740,908,523,990,585,0.087771714,40.36077118,0.63606894,0.280274332,40.72022247,40.72046661,-0.400000006,253,26728176,RECORD@2020-11-22_12.54.38,136,1
1740,1127,508,1163,605,3.50514698,30.44760895,0.823640466,3.734051228,30.52048874,30.73995972,-7,178,5323237.5,RECORD@2020-11-22_12.54.38,136,1
1741,917,522,998,584,0.302881539,40.31698608,0.525565743,0.778343141,40.60626602,40.62065887,-1.100000024,254,27835620,RECORD@2020-11-22_12.54.38,137,0
1741,1144,502,1181,604,3.606333971,28.67127609,0.861931562,3.827773333,28.68479156,28.94346809,-7.599999905,180,7286637.5,RECORD@2020-11-22_12.54.38,137,0
1742,925,521,1004,581,0.462325394,40.25074387,0.635541201,0.87307018,40.89290237,40.92007828,-1.200000048,254,18146486,RECORD@2020-11-22_12.54.38,138,1
1742,1162,497,1199,611,3.673039913,26.89763451,0.83329004,3.794973612,26.64191628,26.94736671,-8.100000381,178,6414246,RECORD@2020-11-22_12.54.38,138,1
1743,930,528,1012,590,0.571756184,40.21344757,0.525314212,1.123609424,40.47431946,40.52085495,-1.600000024,254,14932861,RECORD@2020-11-22_12.54.38,139,1
1743,1171,503,1214,619,3.652475595,25.21575546,0.804257989,3.847487211,25.04139519,25.35048676,-8.699999809,177,8632525,RECORD@2020-11-22_12.54.38,139,1
1745,945,520,1026,580,0.950777471,40.09104538,0.525082052,1.254537582,40.48226547,40.52085495,-1.799999952,254,23075056,RECORD@2020-11-22_12.54.38,141,1
1745,1214,504,1259,633,3.735697508,21.73904037,0.745304704,3.891909838,21.58236504,21.95711327,-10.10000038,179,9479369,RECORD@2020-11-22_12.54.38,141,1
1746,950,524,1030,581,1.118190885,40.08341217,0.63441962,1.463447571,40.66460037,40.72046661,-2.099999905,254,21375454,RECORD@2020-11-22_12.54.38,142,1
1746,1233,498,1289,639,3.755878448,19.9211731,0.719436407,3.887952805,19.98895645,20.36023331,-11,179,8290927.5,RECORD@2020-11-22_12.54.38,142,1
1749,954,522,1033,580,1.156071067,39.85586929,0.524385571,1.551244259,40.26842499,40.3212471,-2.200000048,253,16087248,RECORD@2020-11-22_12.54.38,145,0
1750,951,523,1033,583,1.150383234,39.8390007,0.6327703,1.386001229,40.15219498,40.3212471,-2,253,19877354,RECORD@2020-11-22_12.54.38,146,1
1751,948,525,1032,587,1.046054602,39.76281357,0.523340881,1.386846066,40.00498199,40.02183151,-2,253,21984816,RECORD@2020-11-22_12.54.38,147,0
1752,946,525,1029,585,0.987787485,39.63869858,0.631615758,1.302662134,40.17551422,40.22144318,-1.899999976,252,38767860,RECORD@2020-11-22_12.54.38,148,0
1753,944,522,1026,581,1.006746173,39.53156281,0.523031354,1.120736837,39.99738312,40.12163544,-1.600000024,252,31424058,RECORD@2020-11-22_12.54.38,149,0
1754,940,525,1023,584,0.899811089,39.47084808,0.630461276,0.924406588,39.98578262,40.12163544,-1.299999952,251,20588772,RECORD@2020-11-22_12.54.38,150,0
1756,931,510,1015,578,0.73379755,39.19948578,1.040965796,0.658106923,39.71047974,39.72241592,-1,250,18045512,RECORD@2020-11-22_12.54.38,152,0
1766,907,523,993,584,0.117312215,37.467556,0.617332637,0.329746008,37.92308807,37.92592621,-0.5,247,27039586,RECORD@2020-11-22_12.54.38,162,0
1766,848,509,898,552,-3.118762255,75.76561737,0.870668828,-2.225507021,75.03102112,75.05340576,1.700000048,243,9790337,RECORD@2020-11-22_12.54.38,162,0
1767,911,524,999,584,0.233204201,37.23121643,0.513706267,0.333235383,37.71823502,37.72631454,-0.5,247,20700242,RECORD@2020-11-22_12.54.38,163,0
1767,846,513,897,556,-2.977734089,69.62963867,0.639497638,-1.935804486,69.23426056,69.2647171,1.600000024,244,20239846,RECORD@2020-11-22_12.54.38,163,0
1768,841,512,896,562,-2.711422682,63.88603592,0.792160988,-2.657012463,63.41071701,63.47602081,2.400000095,245,7510853.5,RECORD@2020-11-22_12.54.38,164,1
1768,916,526,1005,585,0.341624498,37.08142471,0.614231944,0.49085623,37.52384949,37.52670288,-0.800000012,246,19126926,RECORD@2020-11-22_12.54.38,164,1
1769,835,513,896,567,-2.59389925,57.72218704,0.593472183,-2.356235743,57.33751297,57.38791275,2.299999952,245,10875040,RECORD@2020-11-22_12.54.38,165,0
1769,921,523,1010,586,0.469464749,36.8170929,0.512003779,0.922121584,37.3086586,37.32709503,-1.399999976,246,27905692,RECORD@2020-11-22_12.54.38,165,0
1770,925,523,1015,586,0.614716232,36.33773422,0.510320663,0.977481008,36.90963745,36.92787552,-1.5,246,20872640,RECORD@2020-11-22_12.54.38,166,0
1770,809,508,888,578,-2.561776638,45.89528275,0.5476982,-2.077305794,45.66000366,45.71072006,2.599999905,247,9782691,RECORD@2020-11-22_12.54.38,166,0
1771,927,524,1017,586,0.698017478,36.19138336,0.608987093,0.734975278,36.50024796,36.52865219,-1.200000048,246,32954510,RECORD@2020-11-22_12.54.38,167,1
1771,787,510,877,587,-2.648558617,40.10290909,0.633561969,-2.487182379,39.64625168,39.72241592,3.599999905,248,14799936,RECORD@2020-11-22_12.54.38,167,1
1772,757,514,862,601,-2.716938257,34.1475296,0.501982272,-2.919020176,33.64525223,33.73411179,4.900000095,249,13923475,RECORD@2020-11-22_12.54.38,168,1
1772,929,525,1019,590,0.641958475,35.97271347,0.508830965,0.510528922,36.30419922,36.32904434,-0.800000012,246,18855934,RECORD@2020-11-22_12.54.38,168,1
1773,928,527,1020,588,0.682844937,35.76784897,0.60588634,0.560954094,36.12775803,36.12943268,-0.899999976,246,12770686,RECORD@2020-11-22_12.54.38,169,1
1773,716,513,846,618,-2.687048674,28.35872078,0.183362499,-2.542525291,27.96967125,28.14502907,5.300000191,250,9697129,RECORD@2020-11-22_12.54.38,169,1
1774,928,523,1020,588,0.65631026,35.52036285,0.507167161,0.659322083,36.0253067,36.02962875,-1.100000024,247,22350006,RECORD@2020-11-22_12.54.38,170,1
1774,665,513,823,642,-2.637306929,22.43093491,0.220462963,-2.469477892,22.21533966,22.35633469,6.199999809,251,12812642,RECORD@2020-11-22_12.54.38,170,1
1775,563,515,781,685,-2.73322773,16.68871689,0.259033501,-3.093012571,16.17973328,16.36803055,10.69999981,252,22366516,RECORD@2020-11-22_12.54.38,171,1
1775,927,525,1021,590,0.641029,35.34897995,0.60341239,0.752958417,35.92193222,35.92982483,-1.200000048,247,20846924,RECORD@2020-11-22_12.54.38,171,1
1776,386,509,711,752,-2.686722517,10.8813715,0.558377504,-2.912665606,10.31728649,10.77894688,16.20000076,6,18529768,RECORD@2020-11-22_12.54.38,172,1
1776,926,521,1018,589,0.622661531,35.14857101,0.505851567,0.730259717,35.64231491,35.73021317,-1.200000048,248,22509748,RECORD@2020-11-22_12.54.38,172,1
1777,923,520,1016,587,0.605537057,34.98550797,0.600971341,0.590216279,35.51603317,35.5306015,-1,248,20890390,RECORD@2020-11-22_12.54.38,173,1
1777,46,516,561,935,-2.570845366,5.060160637,0.407208741,-2.237720966,5.558079243,5.988303661,21.79999924,15,10148465,RECORD@2020-11-22_12.54.38,173,1
1778,921,517,1013,584,0.503760219,34.81632614,0.963798702,0.458147407,35.28122711,35.33099365,-0.800000012,248,17749742,RECORD@2020-11-22_12.54.38,174,0
1779,918,519,1013,589,0.469141454,34.65789413,0.598662317,0.496504396,35.32964325,35.33099365,-0.800000012,249,21536354,RECORD@2020-11-22_12.54.38,175,0
1780,916,520,1010,586,0.427547365,34.47340775,0.503916919,0.490803391,35.02220917,35.13138199,-0.800000012,249,17402062,RECORD@2020-11-22_12.54.38,176,1
1781,915,520,1009,593,0.40381825,34.34142685,0.59681505,0.47954911,34.72157669,34.73216248,-0.800000012,250,28944676,RECORD@2020-11-22_12.54.38,177,0
1782,911,520,1009,595,0.314891875,34.26304626,0.502098322,0.549087882,34.81391907,34.83197021,-0.899999976,251,22621584,RECORD@2020-11-22_12.54.38,178,0
1783,910,513,1006,588,0.283846408,34.09905243,0.595396638,0.240864024,34.33210373,34.33294296,-0.400000006,252,23567724,RECORD@2020-11-22_12.54.38,179,0
1784,906,514,1003,592,0.189940333,34.00532532,0.50138247,0.240165874,34.48501968,34.53255081,-0.400000006,252,29045504,RECORD@2020-11-22_12.54.38,180,0
1785,905,514,1003,589,0.185004145,33.92419052,0.594110131,0.238769546,34.39058304,34.43274689,-0.400000006,253,27111098,RECORD@2020-11-22_12.54.38,181,0
1786,901,514,999,594,0.150795341,33.85871124,0.500744104,0.118851475,34.11253738,34.1333313,-0.200000003,254,29092676,RECORD@2020-11-22_12.54.38,182,0
1787,901,514,996,593,0.155422941,33.84612656,0.593318462,0.298159868,34.30778885,34.33294296,-0.5,254,29993184,RECORD@2020-11-22_12.54.38,183,0
1788,900,514,996,593,0.130045593,33.75308609,0.500434518,0.508318722,34.31669617,34.33294296,-0.899999976,254,22255976,RECORD@2020-11-22_12.54.38,184,1
1789,900,514,996,596,0.095805913,33.79928589,0.593054593,0.294448137,34.1332016,34.1333313,-0.5,128,28473728,RECORD@2020-11-22_12.54.38,185,0
1790,898,514,995,594,0.0764134,33.75857162,0.500260472,0.30527389,34.3275032,34.33294296,-0.5,1,19699138,RECORD@2020-11-22_12.54.38,186,0
1791,897,514,994,593,0.067447767,33.76604462,0.59298861,0.353672773,34.33291626,34.33294296,-0.600000024,1,27827536,RECORD@2020-11-22_12.54.38,187,0
1792,896,515,994,594,0.052248847,33.78636932,0.500395894,0.060040623,34.22747803,34.23313904,-0.100000001,2,39422788,RECORD@2020-11-22_12.54.38,188,0
1793,896,514,994,595,0.063759804,33.87356567,0.593384445,0.301785022,34.31886673,34.33294296,-0.5,2,17658180,RECORD@2020-11-22_12.54.38,189,0
1794,897,512,993,596,0.028697895,33.87540054,0.500666738,0.118348286,34.32476807,34.33294296,-0.200000003,2,10915413,RECORD@2020-11-22_12.54.38,190,0
1795,898,515,994,598,0.032011483,33.96828842,0.594044209,0.000481282,34.31869888,34.33294296,0,3,13360224,RECORD@2020-11-22_12.54.38,191,0
1796,899,514,997,600,0.043414876,34.01605606,0.501169741,0.328802377,34.2756424,34.33294296,-0.600000024,3,21163746,RECORD@2020-11-22_12.54.38,192,0
1797,900,514,997,595,0.133241624,34.0675354,0.594835877,0.362043738,34.42560959,34.43274689,-0.600000024,2,18937224,RECORD@2020-11-22_12.54.38,193,0
1798,901,510,999,591,0.101697423,34.07388306,0.501808167,0.355819732,34.51104355,34.53255081,-0.600000024,3,17516216,RECORD@2020-11-22_12.54.38,194,0
1799,903,515,999,597,0.145046264,34.18387985,0.595627546,0.181265026,34.3275032,34.33294296,-0.300000012,2,26379350,RECORD@2020-11-22_12.54.38,195,0
1800,904,515,999,599,0.122511066,34.24939346,0.502059639,0.303529441,34.72554398,34.73216248,-0.5,2,21077442,RECORD@2020-11-22_12.54.38,196,0
1801,905,516,1001,597,0.175826415,34.31188202,0.596353233,0.422301352,34.52470779,34.53255081,-0.699999988,2,30485960,RECORD@2020-11-22_12.54.38,197,0
1802,904,516,1001,595,0.190801933,34.34526062,0.502407908,0.596184611,34.48894119,34.53255081,-1,2,10597631,RECORD@2020-11-22_12.54.38,198,1
1803,905,517,1000,601,0.166400671,34.40533066,0.597012997,0.485125244,34.7076149,34.73216248,-0.800000012,2,12908047,RECORD@2020-11-22_12.54.38,199,0
1804,905,515,1000,601,0.108567454,34.47082901,0.502988279,0.663317025,34.52202606,34.53255081,-1.100000024,3,16452773,RECORD@2020-11-22_12.54.38,200,1
1805,905,514,999,597,0.158415273,34.53213882,0.597606719,0.424548328,34.70840836,34.73216248,-0.699999988,2,15401231,RECORD@2020-11-22_12.54.38,201,0
1806,903,513,999,594,0.183768004,34.56415558,0.503259122,0.454419464,34.68196869,34.73216248,-0.800000012,2,14080593,RECORD@2020-11-22_12.54.38,202,1
1807,904,515,999,599,0.153099239,34.61989594,0.598266482,0.428530097,35.07584,35.1313858,-0.699999988,2,24387800,RECORD@2020-11-22_12.54.38,203,0
1808,904,514,998,593,0.18870683,34.62525558,0.503800869,0.364136487,35.12554932,35.13138199,-0.600000024,2,40381420,RECORD@2020-11-22_12.54.38,204,0
1809,904,514,999,597,0.172675818,34.73301697,0.59902513,0.424742401,35.12517548,35.13138199,-0.699999988,2,43294672,RECORD@2020-11-22_12.54.38,205,0
1810,906,515,1001,601,0.154863939,34.75273132,0.504149079,0.461222202,35.10350418,35.13138199,-0.800000012,2,28438864,RECORD@2020-11-22_12.54.38,206,1
1811,908,517,1002,601,0.222839579,34.80460358,0.599552929,0.122421682,34.93172073,34.93177414,-0.200000003,2,20101012,RECORD@2020-11-22_12.54.38,207,0
1812,910,512,1005,595,0.246702626,34.82505035,0.504381239,0.684754729,35.07788086,35.13138199,-1.100000024,2,16488702,RECORD@2020-11-22_12.54.38,208,0
1813,911,512,1005,595,0.319450587,34.89763641,0.600212634,0.493715107,35.11553574,35.13138199,-0.800000012,2,20347624,RECORD@2020-11-22_12.54.38,209,0
1814,915,516,1008,596,0.321284443,34.86887741,0.504768193,0.735777497,35.26880264,35.33099365,-1.200000048,2,14264987,RECORD@2020-11-22_12.54.38,210,0
1815,916,517,1008,597,0.368939757,34.99700928,0.600575507,0.828176618,35.22059631,35.23118591,-1.399999976,2,24674382,RECORD@2020-11-22_12.54.38,211,0
1816,918,519,1012,596,0.404318959,35.04055786,0.505116403,0.493790299,35.32905197,35.33099365,-0.800000012,2,20616638,RECORD@2020-11-22_12.54.38,212,0
1817,921,515,1014,596,0.456185192,35.09285355,0.601367176,0.555363119,35.32125092,35.33099365,-0.899999976,2,24031024,RECORD@2020-11-22_12.54.38,213,0
1818,923,517,1014,597,0.461323947,35.12395859,0.50554204,0.689841211,35.52253342,35.5306015,-1.100000024,2,24606474,RECORD@2020-11-22_12.54.38,214,0
1819,924,516,1015,596,0.502862871,35.18159485,0.602092862,0.731597006,35.50457001,35.5306015,-1.200000048,2,22598720,RECORD@2020-11-22_12.54.38,215,0
1820,926,523,1016,598,0.519330859,35.20688248,0.321278214,0.757026196,35.72999954,35.73021317,-1.200000048,2,36600184,RECORD@2020-11-22_12.54.38,216,0
1821,925,522,1018,595,0.567635655,35.26182938,0.602554679,0.555363119,35.52253342,35.5306015,-0.899999976,2,22559862,RECORD@2020-11-22_12.54.38,217,0
1822,927,521,1018,596,0.543341279,35.31412125,0.506161094,0.739958048,35.71692657,35.73021317,-1.200000048,2,25752944,RECORD@2020-11-22_12.54.38,218,0
1823,927,520,1018,596,0.578894317,35.33906937,0.602950513,1.009143114,35.70299149,35.73021317,-1.600000024,2,38277544,RECORD@2020-11-22_12.54.38,219,0
1824,928,526,1018,598,0.578912258,35.38406754,0.50647068,1.625679255,35.58629608,35.63040924,-2.599999905,2,26497726,RECORD@2020-11-22_12.54.38,220,0
1825,927,522,1020,597,0.606862187,35.44126892,0.603610277,0.63453573,35.92319489,35.92982483,-1,3,27011688,RECORD@2020-11-22_12.54.38,221,0
1826,927,522,1020,594,0.640778363,35.5190773,0.506935,0.503719389,35.92166519,35.92982483,-0.800000012,3,24904746,RECORD@2020-11-22_12.54.38,222,0
1827,927,523,1021,595,0.609389603,35.58792496,0.604665816,0.315740377,35.92298126,35.92982483,-0.5,3,24545604,RECORD@2020-11-22_12.54.38,223,0
1828,928,520,1019,598,0.620113075,35.63158035,0.134014979,0.648481548,35.92631531,35.92982483,-1,4,36168192,RECORD@2020-11-22_12.54.38,224,0
1829,928,521,1021,594,0.63068229,35.74036026,0.605721414,0.872711062,36.29824829,36.32904434,-1.399999976,4,24363336,RECORD@2020-11-22_12.54.38,225,1
1830,926,513,1019,588,0.651521087,35.77480316,0.508327961,0.378843337,36.32815552,36.32904434,-0.600000024,4,16648451,RECORD@2020-11-22_12.54.38,226,0
1831,927,522,1020,596,0.61357671,35.93261719,0.606842935,0.605708718,36.31019974,36.32904434,-1,5,33869920,RECORD@2020-11-22_12.54.38,227,0
1832,926,528,1018,603,0.589585304,36.00058746,0.131352976,0.567654192,36.52258682,36.52865219,-0.899999976,5,27714836,RECORD@2020-11-22_12.54.38,228,0
1833,927,528,1017,601,0.625992715,36.09460068,0.608096421,0.840447545,36.51055908,36.52865219,-1.299999952,6,25686196,RECORD@2020-11-22_12.54.38,229,0
1834,926,515,1018,596,0.577646792,36.29515839,0.509836972,0.701659083,36.77262115,36.82807159,-1.100000024,6,26309046,RECORD@2020-11-22_12.54.38,230,0
1835,927,525,1017,598,0.590521693,36.36024857,0.609646797,0.577326655,36.87046432,36.92787552,-0.899999976,6,38152456,RECORD@2020-11-22_12.54.38,231,0
1836,925,519,1017,594,0.538781047,36.536129,0.510804296,0.705493271,36.91769028,36.92787552,-1.100000024,6,37994072,RECORD@2020-11-22_12.54.38,232,0
1837,923,523,1017,593,0.600049496,36.6756897,0.61165899,0.454034984,37.11905289,37.12748337,-0.699999988,6,27609506,RECORD@2020-11-22_12.54.38,233,0
1838,923,523,1018,590,0.536499977,36.7336998,0.511849046,0.516108513,37.11820221,37.12748337,-0.800000012,6,31324622,RECORD@2020-11-22_12.54.38,234,1
1839,924,520,1015,590,0.593006015,36.93981552,0.613506198,0.588175058,37.31856155,37.32709503,-0.899999976,7,22689644,RECORD@2020-11-22_12.54.38,235,0
1840,924,519,1013,595,0.567987561,37.10048294,0.124365285,0.590768814,37.63183594,37.72631454,-0.899999976,7,30647444,RECORD@2020-11-22_12.54.38,236,0
1841,923,521,1013,592,0.578646362,37.24906158,0.61548543,0.534242034,37.71964645,37.72631454,-0.800000012,7,31304366,RECORD@2020-11-22_12.54.38,237,0
1842,923,519,1012,595,0.490231812,37.4050827,0.122302249,0.531289101,37.76767731,37.82611847,-0.800000012,6,23293842,RECORD@2020-11-22_12.54.38,238,1
1843,922,522,1011,592,0.507170975,37.54806137,0.61739862,0.704301476,38.01745605,38.02573013,-1.100000024,7,36610468,RECORD@2020-11-22_12.54.38,239,0
1844,922,521,1010,591,0.532645762,37.70526886,0.618685126,0.602152526,38.11501694,38.12553406,-0.899999976,6,28483854,RECORD@2020-11-22_12.54.38,240,0
1845,921,519,1010,591,0.497666448,37.88549042,0.119174421,0.74383533,38.3078537,38.32514572,-1.100000024,7,27699612,RECORD@2020-11-22_12.54.38,241,0
1846,920,524,1009,596,0.46527648,37.98452759,0.620334387,0.745752454,38.4965477,38.52475357,-1.100000024,6,22651506,RECORD@2020-11-22_12.54.38,242,0
1847,921,524,1008,597,0.437734127,38.08268356,0.117510676,0.672476828,38.49652863,38.52475357,-1,6,36303932,RECORD@2020-11-22_12.54.38,243,1
1848,922,520,1009,591,0.450101137,38.26382446,0.622280598,0.74383533,38.71132278,38.72436523,-1.100000024,6,24334088,RECORD@2020-11-22_12.54.38,244,0
1849,918,519,1007,591,0.421158612,38.39784241,0.115780354,0.468467146,38.71698761,38.72436523,-0.699999988,6,27801338,RECORD@2020-11-22_12.54.38,245,0
1860,907,519,992,593,0.15174605,39.46905899,0.630263329,0.494199067,39.95797729,40.02183151,-0.699999988,4,22879842,RECORD@2020-11-22_12.54.38,256,1
1860,839,526,891,570,-2.85112071,67.01137543,-0.071754962,-2.229362488,67.30789185,67.36842346,1.899999976,247,7175141,RECORD@2020-11-22_12.54.38,256,1
1861,904,522,990,594,0.068846665,39.56072617,0.107860953,0.351420164,40.02045059,40.12163544,-0.5,4,14161210,RECORD@2020-11-22_12.54.38,257,0
1861,826,527,880,574,-2.997513294,61.16012573,-0.036984339,-2.895244122,61.36740494,61.47991943,2.700000048,247,8794488,RECORD@2020-11-22_12.54.38,257,0
1862,906,527,991,592,0.059842892,39.64928436,0.631252885,0.212698281,40.10353851,40.12163544,-0.300000012,3,18741722,RECORD@2020-11-22_12.54.38,258,0
1862,811,528,872,578,-3.289383411,55.21817398,0.005565375,-2.498008013,55.2351265,55.29200745,2.599999905,247,7318122,RECORD@2020-11-22_12.54.38,258,0
1863,903,522,990,591,0.02558112,39.71893692,0.31511575,0.424825907,40.16749573,40.22144318,-0.600000024,3,23230728,RECORD@2020-11-22_12.54.38,259,0
1863,795,525,860,585,-3.342239857,49.39543152,0.041544244,-2.989728928,49.50893402,49.6031189,3.400000095,248,6355394,RECORD@2020-11-22_12.54.38,259,0
1864,773,522,851,592,-3.234790564,43.48888779,0.082687765,-3.01291585,43.59161377,43.71461868,3.900000095,249,11293640,RECORD@2020-11-22_12.54.38,260,0
1864,905,525,988,589,0.029520592,39.77214432,0.632077575,0.499805212,40.29668427,40.3212471,-0.699999988,3,12860960,RECORD@2020-11-22_12.54.38,260,0
1865,904,525,987,593,0.026031762,39.8573494,0.105897754,0.361095399,40.40828323,40.52085495,-0.5,3,17903990,RECORD@2020-11-22_12.54.38,261,0
1865,749,523,840,601,-3.297008753,37.63246918,0.119440615,-2.780100107,37.73643112,37.92592621,4.199999809,250,10429746,RECORD@2020-11-22_12.54.38,261,0
1866,905,524,988,587,0.072069563,39.9377594,0.633232117,0.356734335,40.36473465,40.42105103,-0.5,4,15342648,RECORD@2020-11-22_12.54.38,262,1
1866,713,522,820,612,-3.329493761,31.7721138,0.159942091,-2.857532024,31.93833733,32.13722992,5.199999809,251,8624349,RECORD@2020-11-22_12.54.38,262,1
1867,660,528,790,632,-3.402038574,25.91784477,0.196305454,-3.105329037,26.05319214,26.34853745,6.800000191,252,11431831,RECORD@2020-11-22_12.54.38,263,0
1867,903,526,988,588,-0.017332202,40.03525925,0.314631313,0.426983684,40.51165009,40.52085495,-0.600000024,4,16483634,RECORD@2020-11-22_12.54.38,263,0
1868,581,530,750,662,-3.362311125,20.1241436,0.235909969,-3.325074673,20.33624077,20.75945282,9.399999619,253,18149116,RECORD@2020-11-22_12.54.38,264,0
1868,905,525,988,585,0.066761084,40.10692596,0.63441962,0.420640409,40.51462173,40.52085495,-0.600000024,4,21791990,RECORD@2020-11-22_12.54.38,264,0
1869,478,530,701,703,-3.32792592,14.22708702,0.272172034,-3.351474524,14.51435852,14.97075939,13.19999981,4,15404378,RECORD@2020-11-22_12.54.38,265,0
1869,904,525,988,584,-0.010821202,40.2371788,0.525082052,0.28552404,40.70032883,40.72046661,-0.400000006,5,24771458,RECORD@2020-11-22_12.54.38,265,0
1870,240,534,596,788,-3.310462475,8.507637978,0.310393423,-3.102012634,8.715968132,9.38167572,20.10000038,14,14748500,RECORD@2020-11-22_12.54.38,266,1
1870,905,526,988,586,0.101786301,40.21983337,0.635673165,0.431136966,40.71162033,40.72046661,-0.600000024,5,24728502,RECORD@2020-11-22_12.54.38,266,1
1872,911,524,994,585,0.201648623,40.53284454,0.637124538,0.563448846,40.91328049,40.92007828,-0.800000012,5,22335602,RECORD@2020-11-22_12.54.38,268,0
1873,914,526,995,585,0.241923422,40.61056519,0.10070689,0.646453261,41.11341476,41.11968613,-0.899999976,5,19317102,RECORD@2020-11-22_12.54.38,269,1
1874,917,522,998,584,0.359159797,40.72341919,0.638575912,0.638335586,41.11927795,41.11968613,-0.899999976,5,20066560,RECORD@2020-11-22_12.54.38,270,0
1875,920,519,1001,586,0.373122305,40.84025192,0.099209502,0.7215873,41.30670547,41.31929779,-1,5,19921652,RECORD@2020-11-22_12.54.38,271,0
1876,921,518,1004,589,0.408015698,40.94437027,0.639961362,0.758014202,41.31904602,41.31929779,-1.100000024,5,17064176,RECORD@2020-11-22_12.54.38,272,0
1877,923,520,1005,588,0.483062595,41.05051041,0.640555143,0.695581198,41.81291962,41.81832123,-1,4,17664562,RECORD@2020-11-22_12.54.38,273,0
1878,926,516,1007,586,0.560936809,41.22929382,0.488052756,0.861719012,41.51257324,41.51890564,-1.200000048,4,28838154,RECORD@2020-11-22_12.54.38,274,0
1879,926,519,1007,585,0.518448114,41.28023529,0.642039537,1.005216837,41.69378662,41.7185173,-1.399999976,3,26320216,RECORD@2020-11-22_12.54.38,275,0
1880,927,516,1008,584,0.47996828,41.35890198,0.095882028,0.721257567,41.71692276,41.7185173,-1,3,15771750,RECORD@2020-11-22_12.54.38,276,0
1881,928,521,1007,584,0.573949516,41.41558838,0.642732263,0.938000798,41.75525284,41.81832123,-1.299999952,2,30511576,RECORD@2020-11-22_12.54.38,277,0
1882,926,519,1007,582,0.558532774,41.39121628,0.529841304,0.809139967,41.90813446,41.91812897,-1.100000024,2,21728036,RECORD@2020-11-22_12.54.38,278,0
1883,926,522,1005,585,0.553482592,41.47389603,0.643325984,1.054147482,41.77881622,41.81832123,-1.5,1,13547286,RECORD@2020-11-22_12.54.38,279,0
1884,926,522,1004,584,0.502880275,41.48279572,0.313002527,1.139409304,41.90174103,41.91812897,-1.600000024,1,17089058,RECORD@2020-11-22_12.54.38,280,1
1885,925,521,1004,585,0.494071245,41.54230881,0.643655896,0.86577028,41.91014481,41.91812897,-1.200000048,1,25213114,RECORD@2020-11-22_12.54.38,281,0
1886,925,524,1001,577,0.452223539,41.47002792,0.530615211,0.865374625,41.91072083,41.91812897,-1.200000048,1,20353558,RECORD@2020-11-22_12.54.38,282,0
